"bin","id","dom_ec","between","rank","power"
9,"OOO",0.134056030843425,16,9,0.865943969156575
9,"GGP",0.159747934880392,31.5,10,0.840252065119608
9,"OPP",0.226162284558698,38,11,0.773837715441302
10,"GPO",0.037305330881289,0.5,1,0.962694669118711
10,"BOB",0.0387741579649847,9,2,0.961225842035015
10,"BBB",0.0462675725239543,6,3,0.953732427476046
10,"POP",0.0484796130795043,1.5,4,0.951520386920496
10,"PBO",0.0565483300996951,3,5,0.943451669900305
10,"PGG",0.0692673973217616,2,6,0.930732602678238
10,"OPO",0.0762164053160829,4,7,0.923783594683917
10,"PPO",0.0969313378698522,8,8,0.903068662130148
10,"OOO",0.108947594195303,2.5,9,0.891052405804697
10,"GGP",0.180473061569658,4,10,0.819526938430342
10,"OPP",0.240789199177915,1,11,0.759210800822085
11,"GPO",0.0425164626495949,14.5,1,0.957483537350405
11,"BOB",0.0431380799805189,0,2,0.956861920019481
11,"BBB",0.0598241408349559,31.6666666666667,3,0.940175859165044
11,"POP",0.0610060310502406,18.8333333333333,4,0.938993968949759
11,"PBO",0.067964355008312,7,5,0.932035644991688
11,"OPO",0.0827558904329613,7,6,0.917244109567039
11,"OOO",0.111443803727662,0,7,0.888556196272338
11,"PPO",0.119548876684052,30.6666666666667,8,0.880451123315948
11,"GGP",0.17004729036623,28.3333333333333,9,0.82995270963377
11,"OPP",0.241755069265473,0,10,0.758244930734527
12,"GPO",0.0428538830336346,2.5,1,0.957146116966365
12,"BOB",0.0445099169304414,0,2,0.955490083069559
12,"BBB",0.0587975525942998,1,3,0.9412024474057
12,"PBO",0.0670956187471269,0,4,0.932904381252873
12,"POP",0.0922511766455269,10.5,5,0.907748823354473
12,"OPO",0.0974166207321604,1.5,6,0.90258337926784
12,"PPO",0.0974166615360053,4.5,7,0.902583338463995
12,"OOO",0.103618737581692,10,8,0.896381262418308
12,"GGP",0.163551711644847,4,9,0.836448288355153
12,"OPP",0.232488120554266,0,10,0.767511879445734
13,"BOB",0.0325630375972754,7.5,1,0.967436962402725
13,"BBB",0.0431662152004044,16,2,0.956833784799596
13,"GPO",0.0452717739894595,38,3,0.954728226010541
13,"PBO",0.0503545321888681,17,4,0.949645467811132
13,"OPO",0.0659953025926861,4,5,0.934004697407314
13,"PPO",0.0720620089302337,0,6,0.927937991069766
13,"OOO",0.0796877974073342,0,7,0.920312202592666
13,"POP",0.095019864295133,29,8,0.904980135704867
13,"GGP",0.160295889455481,43.5,9,0.839704110544519
13,"PGG",0.174710397763446,0,10,0.825289602236554
13,"OPP",0.180873180579678,0,11,0.819126819420322
14,"GPO",0.0374552022039607,14,1,0.962544797796039
14,"BOB",0.0383291029876555,0,2,0.961670897012344
14,"PBO",0.0606654607294251,3.5,3,0.939334539270575
14,"POP",0.0625228853082126,0,4,0.937477114691787
14,"BBB",0.0654047231971007,34.5,5,0.934595276802899
14,"OPO",0.0799224861574446,0,6,0.920077513842555
14,"PPO",0.0809735003484384,9,7,0.919026499651562
14,"OOO",0.0888693129750846,6,8,0.911130687024915
14,"PGG",0.141802185351115,11,9,0.858197814648885
14,"GGP",0.161660057753238,35.5,10,0.838339942246762
14,"OPP",0.182395082988325,0,11,0.817604917011675
15,"BBB",0.0363105144087338,0,1,0.963689485591266
15,"POP",0.0372550172961548,17.3333333333333,2,0.962744982703845
15,"OOO",0.0506297062055807,21,3,0.949370293794419
15,"PBO",0.0508382990568575,0,4,0.949161700943142
15,"PPO",0.0514510472730473,5,5,0.948548952726953
15,"OPO",0.0578039751773463,0,6,0.942196024822654
15,"GGP",0.125625119456783,22.8333333333333,7,0.874374880543217
15,"PGG",0.152031768128554,0,8,0.847968231871446
15,"BOB",0.167868723000888,15.6666666666667,9,0.832131276999112
15,"OPP",0.270185829996055,25.6666666666667,10,0.729814170003945
16,"POP",0.0345516220831872,19.1666666666667,1,0.965448377916813
16,"BBB",0.0347720199765825,3.83333333333333,2,0.965227980023418
16,"PPO",0.0420547614908514,6,3,0.957945238509149
16,"OOO",0.0444192387087509,0,4,0.955580761291249
16,"OPO",0.0585477702636901,24.6666666666667,5,0.94145222973631
16,"PBO",0.0894090132464063,20,6,0.910590986753594
16,"GGP",0.12181747171913,18.3333333333333,7,0.87818252828087
16,"PGG",0.137892958007031,7,8,0.862107041992969
16,"BOB",0.17121765335254,2.66666666666667,9,0.82878234664746
16,"OPP",0.265317491151831,12.3333333333333,10,0.734682508848169
17,"BBB",0.0257497166260703,17.5,1,0.97425028337393
17,"OOO",0.0308520561028198,0,2,0.96914794389718
17,"OPO",0.0445099072695651,39.6666666666667,3,0.955490092730435
17,"PPO",0.0459643790160284,7,4,0.954035620983972
17,"POP",0.0461057285592713,6.33333333333333,5,0.953894271440729
17,"PBO",0.0504999763547267,10,6,0.949500023645273
17,"GGP",0.0891789148450177,19.8333333333333,7,0.910821085154982
17,"OPP",0.108738912026643,6.16666666666667,8,0.891261087973357
17,"BOB",0.146833090956996,1,9,0.853166909043004
17,"PGG",0.150474764298939,0.5,10,0.849525235701061
17,"GPO",0.261092553943922,15.6666666666667,11,0.738907446056078
18,"BBB",0.0367972527029177,21,1,0.963202747297082
18,"POP",0.0369568944148754,4,2,0.963043105585125
18,"PPO",0.0481514235041143,14,3,0.951848576495886
18,"OOO",0.0530690537502428,0,4,0.946930946249757
18,"PBO",0.0847166207975724,5,5,0.915283379202428
18,"OPO",0.0872637742527179,38,6,0.912736225747282
18,"GPO",0.0969883214257575,19.5,7,0.903011678574242
18,"PGG",0.108016074026772,9.5,8,0.891983925973228
18,"GGP",0.108708274349986,9,9,0.891291725650014
18,"BOB",0.133932934978016,6,10,0.866067065021984
18,"OPP",0.205399375797029,0,11,0.794600624202971
19,"BBB",0.0297812228753265,1.5,1,0.970218777124674
19,"POP",0.0459401329867987,8,2,0.954059867013201
19,"PPO",0.0539547336083929,12.6666666666667,3,0.946045266391607
19,"GPO",0.0649543981541695,8.5,4,0.935045601845831
19,"PBO",0.0794137698320366,5.66666666666667,5,0.920586230167963
19,"OPO",0.0978896279243794,8,6,0.902110372075621
19,"OOO",0.0991848867381812,5,7,0.900815113261819
19,"PGG",0.113581929946486,8.5,8,0.886418070053514
19,"GGP",0.183487653705874,46,9,0.816512346294126
19,"BOB",0.231811644228355,8.5,10,0.768188355771645
20,"BBB",0.0339331469240597,0,1,0.96606685307594
20,"POP",0.0340976453691239,0,2,0.965902354630876
20,"PPO",0.0518444945430974,0,3,0.948155505456903
20,"OOO",0.0716015069528863,24,4,0.928398493047114
20,"OPO",0.0774465312787569,22,5,0.922553468721243
20,"PBO",0.0953456816225935,0,6,0.904654318377407
20,"GPO",0.105860626288922,18,7,0.894139373711078
20,"PGG",0.141010761444696,24,8,0.858989238555304
20,"GGP",0.14436656208266,35,9,0.85563343791734
20,"BOB",0.244493043493205,0,10,0.755506956506795
21,"BBB",0.0371734340671263,5,1,0.962826565932874
21,"POP",0.038028048953534,12,2,0.961971951046466
21,"PPO",0.0500516807567009,47,3,0.949948319243299
21,"GPO",0.0551837362886615,0,4,0.944816263711339
21,"PBO",0.0687885631852276,26,5,0.931211436814772
21,"GGP",0.0742677296706036,16.5,6,0.925732270329396
21,"OPO",0.0787253021511976,31,7,0.921274697848802
21,"PGG",0.0928730057628403,0,8,0.90712699423716
21,"OOO",0.0950783234562308,31,9,0.904921676543769
21,"BOB",0.179011600589335,0,10,0.820988399410665
21,"OPP",0.230818575118542,18,11,0.769181424881458
22,"BBB",0.0371821010788155,0,1,0.962817898921185
22,"POP",0.0374415158174942,2,2,0.962558484182506
22,"PPO",0.0500299070161023,0,3,0.949970092983898
22,"GGP",0.0512766757924196,9.33333333333333,4,0.94872332420758
22,"GPO",0.0651473671597711,0,5,0.934852632840229
22,"PBO",0.0715655196525766,2,6,0.928434480347423
22,"OOO",0.0767188151958618,2,7,0.923281184804138
22,"OPO",0.0774238398448532,16,8,0.922576160155147
22,"PGG",0.147719064840077,23.1666666666667,9,0.852280935159923
22,"OPP",0.183527304361908,0,10,0.816472695638092
22,"BOB",0.201967889240121,27.3333333333333,11,0.798032110759879
23,"PPO",0.0459551039615651,1.5,1,0.954044896038435
23,"OOO",0.0482403517389185,13,2,0.951759648261082
23,"POP",0.052162948955312,3,3,0.947837051044688
23,"GPO",0.0541790290309637,13.5,4,0.945820970969036
23,"OPO",0.0550763143905768,31.5,5,0.944923685609423
23,"PBO",0.0576432044868644,0,6,0.942356795513136
23,"PGG",0.132721793727322,0,7,0.867278206272678
23,"GGP",0.161371022371161,24.5,8,0.838628977628839
23,"OPP",0.190517882528466,0,9,0.809482117471534
23,"BOB",0.202132348808851,12,10,0.797867651191149
24,"PBO",0.0341885148152693,1,1,0.965811485184731
24,"GPO",0.034418321826367,15,2,0.965581678173633
24,"OPO",0.043179614772308,6,3,0.956820385227692
24,"PPO",0.048173648817533,5.5,4,0.951826351182467
24,"POP",0.0587011367160234,36.5,5,0.941298863283977
24,"OOO",0.0587256184897022,2,6,0.941274381510298
24,"PGG",0.13225255138121,0,7,0.86774744861879
24,"GGP",0.181758296219657,27,8,0.818241703780343
24,"OPP",0.200625132407625,12,9,0.799374867592375
24,"BOB",0.207977164554305,18,10,0.792022835445695
25,"PBO",0.0208191484939732,0,1,0.979180851506027
25,"GPO",0.0209190039934065,10,2,0.979080996006593
25,"PPO",0.0257846950799058,3,3,0.974215304920094
25,"OOO",0.0296114773499998,0,4,0.97038852265
25,"POP",0.0342055608676659,13,5,0.965794439132334
25,"PGG",0.0488621612854362,5,6,0.951137838714564
25,"OPO",0.0491662606211401,12,7,0.95083373937886
25,"BOB",0.0617166707952808,18,8,0.938283329204719
25,"OPP",0.152735084218158,23,9,0.847264915781842
25,"GGP",0.242431385355592,35,10,0.757568614644408
25,"BBB",0.313748551939441,15,11,0.686251448060559
26,"GPO",0.0415432912302082,0,1,0.958456708769792
26,"PBO",0.0425080576530278,8,2,0.957491942346972
26,"PPO",0.0478048776290626,20.6666666666667,3,0.952195122370937
26,"POP",0.0523706773734363,0,4,0.947629322626564
26,"OPO",0.0567759709135803,23,5,0.94322402908642
26,"OOO",0.0592386892198408,13,6,0.940761310780159
26,"PGG",0.0690830358170288,29,7,0.930916964182971
26,"BOB",0.131159306683147,20.3333333333333,8,0.868840693316853
26,"GGP",0.138016474986246,13.6666666666667,9,0.861983525013754
26,"OPP",0.178638013715152,0,10,0.821361986284848
26,"BBB",0.18286160477927,0,11,0.81713839522073
27,"GPO",0.0395792752316125,25.8333333333333,1,0.960420724768387
27,"PPO",0.0438299150744704,18.6666666666667,2,0.95617008492553
27,"PBO",0.0474457989532624,2.66666666666667,3,0.952554201046738
27,"OPO",0.0489759726429006,2,4,0.951024027357099
27,"POP",0.0590217311089035,26.3333333333333,5,0.940978268891096
27,"OOO",0.0597958318131173,13,6,0.940204168186883
27,"PGG",0.0606726914750675,4,7,0.939327308524933
27,"GGP",0.101511406344464,4.66666666666667,8,0.898488593655536
27,"BOB",0.128180149429076,11.5,9,0.871819850570924
27,"BBB",0.200513044146997,17.5,10,0.799486955853003
27,"OPP",0.210474183780128,0,11,0.789525816219872
28,"GPO",0.045182464843684,0,1,0.954817535156316
28,"PPO",0.0467050669326478,40,2,0.953294933067352
28,"OPO",0.059184686849743,7,3,0.940815313150257
28,"POP",0.0596793694218184,0,4,0.940320630578182
28,"PBO",0.0611803252072067,26,5,0.938819674792793
28,"OOO",0.0657904379007661,7.5,6,0.934209562099234
28,"PGG",0.0830698863535092,3,7,0.916930113646491
28,"GGP",0.099790586798069,18,8,0.900209413201931
28,"BOB",0.126850651767367,9,9,0.873149348232633
28,"OPP",0.167142471457144,4.5,10,0.832857528542856
28,"BBB",0.185424052468045,28,11,0.814575947531956
29,"GPO",0.0385573396539915,0,1,0.961442660346008
29,"PBO",0.0394349413306369,0,2,0.960565058669363
29,"PPO",0.0437889227156164,34.6666666666667,3,0.956211077284384
29,"OPO",0.0567845852627861,12,4,0.943215414737214
29,"OOO",0.0660064278386964,12,5,0.933993572161304
29,"POP",0.0697825817171362,8,6,0.930217418282864
29,"PGG",0.0773159160615237,0,7,0.922684083938476
29,"BOB",0.10244933947012,13.8333333333333,8,0.89755066052988
29,"GGP",0.118817018463987,2.83333333333333,9,0.881182981536013
29,"BBB",0.190105421651119,18.8333333333333,10,0.809894578348881
29,"OPP",0.196957505834386,0,11,0.803042494165614
30,"GPO",0.0347109470955421,0,1,0.965289052904458
30,"PBO",0.045600667684615,1.5,2,0.954399332315385
30,"OPO",0.0522805311284698,8,3,0.94771946887153
30,"PGG",0.0541068389127095,19.1666666666667,4,0.94589316108729
30,"POP",0.0626541685936963,16,5,0.937345831406304
30,"PPO",0.0665686844729358,27.3333333333333,6,0.933431315527064
30,"OOO",0.0720499268371717,0,7,0.927950073162828
30,"GGP",0.092551489445976,4.33333333333333,8,0.907448510554024
30,"BOB",0.103858834357778,23.5,9,0.896141165642222
30,"OPP",0.200978501430126,10.3333333333333,10,0.799021498569874
30,"BBB",0.21463941004098,3.5,11,0.78536058995902
