"actor","subject","actor_2","subject_2","rule_type","rule_time","date_period","Group"
"GPG","OBB","GGG","OBB","Pile-on",4,"2022-01-26 2","3"
"GGG","OBB","BBO","OBB","Pile-on",2,"2022-01-26 2","3"
"GPG","PBP","GOO","PBP","Pile-on",84,"2022-01-26 2","3"
"GGG","GOP","BBO","GOP","Pile-on",8,"2022-01-26 2","3"
"GGG","GPG","BBO","GPG","Pile-on",24,"2022-01-26 2","3"
"PPP","OBB","GOO","OBB","Pile-on",123,"2022-01-26 2","3"
"GPG","OGO","PPP","OGO","Pile-on",115,"2022-01-26 2","3"
"GGG","PPP","BBO","PPP","Pile-on",89,"2022-01-26 2","3"
"BBO","PPP","GGG","PPP","Pile-on",4,"2022-01-26 2","3"
"GGG","PPP","BBO","PPP","Pile-on",2,"2022-01-26 2","3"
"BBO","PPP","GGG","PPP","Pile-on",34,"2022-01-26 2","3"
"GPG","PBP","GOO","PBP","Pile-on",27,"2022-01-26 2","3"
"PPP","POO","OGO","POO","Pile-on",84,"2022-01-26 2","3"
"GGG","POO","BBO","POO","Pile-on",61,"2022-01-26 2","3"
"BBO","OGO","PPP","OGO","Pile-on",10,"2022-01-27 1","3"
"BBO","GOO","GGG","GOO","Pile-on",1,"2022-01-27 1","3"
"BBO","GPG","GGG","GPG","Pile-on",35,"2022-01-27 1","3"
"OBB","OOP","POO","OOP","Pile-on",2,"2022-01-27 1","3"
"GPG","OOP","GOO","OOP","Pile-on",107,"2022-01-27 1","3"
"BBO","GOP","GGG","GOP","Pile-on",2,"2022-01-27 1","3"
"GGG","GOP","BBO","GOP","Pile-on",18,"2022-01-27 1","3"
"GOO","OBB","GOP","OBB","Pile-on",10,"2022-01-27 1","3"
"GGG","GPG","BBO","GPG","Pile-on",7,"2022-01-27 1","3"
"BBO","PPP","GGG","PPP","Pile-on",2,"2022-01-27 1","3"
"GGG","GOP","BBO","GOP","Pile-on",93,"2022-01-27 1","3"
"GGG","OGO","GOP","OGO","Pile-on",79,"2022-01-27 1","3"
"GOO","OGO","GOP","OGO","Pile-on",7,"2022-01-27 1","3"
"GGG","GPG","BBO","GPG","Pile-on",3,"2022-01-27 1","3"
"GPG","OBB","PPP","OBB","Pile-on",11,"2022-01-27 1","3"
"PPP","OBB","BBO","OBB","Pile-on",111,"2022-01-27 1","3"
"BBO","PPP","GGG","PPP","Pile-on",8,"2022-01-27 1","3"
"PBP","OOP","GOO","OOP","Pile-on",6,"2022-01-27 1","3"
"GGG","GOO","BBO","GOO","Pile-on",28,"2022-01-27 1","3"
"BBO","GOO","GGG","GOO","Pile-on",5,"2022-01-27 1","3"
"BBO","GOO","GGG","GOO","Pile-on",38,"2022-01-27 1","3"
"GOO","OOP","PBP","OOP","Pile-on",68,"2022-01-27 1","3"
"GGG","OGO","BBO","OGO","Pile-on",1,"2022-01-27 1","3"
"POO","OOP","OGO","OOP","Pile-on",191,"2022-01-27 1","3"
"BBO","PBP","GPG","PBP","Pile-on",40,"2022-01-27 1","3"
"GOP","PPP","PBP","PPP","Pile-on",11,"2022-01-27 1","3"
"PBP","OOP","OBB","OOP","Pile-on",10,"2022-01-27 1","3"
"BBO","GOP","GGG","GOP","Pile-on",10,"2022-01-27 1","3"
"OBB","OOP","POO","OOP","Pile-on",4,"2022-01-27 2","3"
"POO","OOP","GGG","OOP","Pile-on",45,"2022-01-27 2","3"
"GGG","OOP","OGO","OOP","Pile-on",9,"2022-01-27 2","3"
"GOO","OOP","GOP","OOP","Pile-on",29,"2022-01-27 2","3"
"BBO","GOO","GGG","GOO","Pile-on",103,"2022-01-27 2","3"
"GGG","GOO","BBO","GOO","Pile-on",3,"2022-01-27 2","3"
"BBO","PBP","GOO","PBP","Pile-on",18,"2022-01-27 2","3"
"GGG","GPG","BBO","GPG","Pile-on",2,"2022-01-27 2","3"
"BBO","GOO","GGG","GOO","Pile-on",2,"2022-01-27 2","3"
"BBO","GPG","GGG","GPG","Pile-on",2,"2022-01-27 2","3"
"GPG","OGO","GOP","OGO","Pile-on",39,"2022-01-27 2","3"
"GOP","OGO","GPG","OGO","Pile-on",6,"2022-01-27 2","3"
"GPG","OGO","BBO","OGO","Pile-on",36,"2022-01-27 2","3"
"BBO","PBP","GGG","PBP","Pile-on",2,"2022-01-27 2","3"
"BBO","PBP","GOO","PBP","Pile-on",14,"2022-01-27 2","3"
"GOO","PBP","GPG","PBP","Pile-on",36,"2022-01-27 2","3"
"GOO","OOP","PPP","OOP","Pile-on",160,"2022-01-27 2","3"
"PBP","OGO","PPP","OGO","Pile-on",46,"2022-01-27 2","3"
"PBP","OOP","PPP","OOP","Pile-on",73,"2022-01-27 2","3"
"PPP","OOP","GOP","OOP","Pile-on",211,"2022-01-27 2","3"
"GPG","GOP","GGG","GOP","Pile-on",58,"2022-01-27 2","3"
"PPP","OOP","PBP","OOP","Pile-on",7,"2022-01-27 2","3"
"BBO","GOO","GGG","GOO","Pile-on",32,"2022-01-27 2","3"
"PBP","OOP","PPP","OOP","Pile-on",8,"2022-01-28 1","3"
"GOO","PBP","GPG","PBP","Pile-on",2,"2022-01-28 1","3"
"GOP","OGO","PBP","OGO","Pile-on",54,"2022-01-28 1","3"
"PBP","OOP","OGO","OOP","Pile-on",31,"2022-01-28 1","3"
"BBO","GOP","GPG","GOP","Pile-on",399,"2022-01-28 1","3"
"GPG","OOP","OGO","OOP","Pile-on",37,"2022-01-28 1","3"
"GPG","OOP","GOP","OOP","Pile-on",119,"2022-01-28 1","3"
"GOP","OOP","BBO","OOP","Pile-on",3,"2022-01-28 1","3"
"GPG","OOP","OBB","OOP","Pile-on",83,"2022-01-28 1","3"
"GOO","PBP","GPG","PBP","Pile-on",8,"2022-01-28 1","3"
"PBP","OOP","BBO","OOP","Pile-on",92,"2022-01-28 1","3"
"BBO","GOP","GGG","GOP","Pile-on",7,"2022-01-28 2","3"
"BBO","GOP","GOO","GOP","Pile-on",20,"2022-01-28 2","3"
"GPG","PBP","GOO","PBP","Pile-on",33,"2022-01-28 2","3"
"PBP","OOP","OBB","OOP","Pile-on",24,"2022-01-28 2","3"
"GOP","OOP","GGG","OOP","Pile-on",26,"2022-01-28 2","3"
"GGG","OOP","BBO","OOP","Pile-on",18,"2022-01-28 2","3"
"PPP","OGO","PBP","OGO","Pile-on",32,"2022-01-28 2","3"
"GOP","OGO","PBP","OGO","Pile-on",2,"2022-01-28 2","3"
"PPP","OOP","PBP","OOP","Pile-on",265,"2022-01-28 2","3"
"GOO","PBP","GPG","PBP","Pile-on",11,"2022-01-28 2","3"
"OBB","OOP","GPG","OOP","Pile-on",11,"2022-01-28 2","3"
"BBO","PPP","GGG","PPP","Pile-on",5,"2022-01-28 2","3"
"GOO","PPP","BBO","PPP","Pile-on",173,"2022-01-28 2","3"
"GOO","PBP","BBO","PBP","Pile-on",315,"2022-01-28 2","3"
"GOO","PBP","GGG","PBP","Pile-on",2,"2022-01-28 2","3"
"PPP","OGO","GOP","OGO","Pile-on",89,"2022-01-28 2","3"
"GGG","GOP","GOP","POO","Pass-along",12,"2022-01-26 1","3"
"GGG","GPG","GPG","PBP","Pass-along",1057,"2022-01-26 1","3"
"GOO","GOP","GOP","PPP","Pass-along",4,"2022-01-26 1","3"
"GOO","PBP","PBP","OOP","Pass-along",193,"2022-01-26 1","3"
"GOO","GOP","GOP","OGO","Pass-along",1,"2022-01-26 1","3"
"GOP","OGO","OGO","OOP","Pass-along",7,"2022-01-26 1","3"
"GOP","OGO","OGO","POO","Pass-along",162,"2022-01-26 1","3"
"GGG","GOP","GOP","OGO","Pass-along",322,"2022-01-26 1","3"
"BBO","GGG","GGG","OOP","Pass-along",1,"2022-01-26 1","3"
"BBO","GOO","GOO","PBP","Pass-along",2,"2022-01-26 1","3"
"GGG","GOO","GOO","PBP","Pass-along",17,"2022-01-26 1","3"
"GOO","PBP","PBP","OOP","Pass-along",12,"2022-01-26 1","3"
"BBO","GOO","GOO","PBP","Pass-along",9,"2022-01-26 1","3"
"BBO","POO","POO","OOP","Pass-along",52,"2022-01-26 1","3"
"BBO","PBP","PBP","OOP","Pass-along",433,"2022-01-26 1","3"
"BBO","GOO","GOO","PBP","Pass-along",124,"2022-01-26 1","3"
"GGG","OGO","OGO","OOP","Pass-along",216,"2022-01-26 1","3"
"BBO","GOP","GOP","PPP","Pass-along",120,"2022-01-26 1","3"
"PBP","PPP","PPP","OGO","Pass-along",1396,"2022-01-26 1","3"
"BBO","GOO","GOO","PBP","Pass-along",47,"2022-01-26 1","3"
"BBO","GOO","GOO","PBP","Pass-along",12,"2022-01-26 1","3"
"BBO","GPG","GPG","PBP","Pass-along",3,"2022-01-26 1","3"
"BBO","GOP","GOP","OGO","Pass-along",4,"2022-01-26 1","3"
"BBO","GPG","GPG","PBP","Pass-along",14,"2022-01-26 1","3"
"GGG","GPG","GPG","PBP","Pass-along",55,"2022-01-26 1","3"
"GPG","PBP","PBP","OOP","Pass-along",186,"2022-01-26 1","3"
"BBO","GOP","GOP","OGO","Pass-along",6,"2022-01-26 1","3"
"BBO","GOO","GOO","OGO","Pass-along",5,"2022-01-26 1","3"
"BBO","GPG","GPG","OGO","Pass-along",14,"2022-01-26 1","3"
"BBO","GOP","GOP","OGO","Pass-along",117,"2022-01-26 1","3"
"BBO","GOO","GOO","PBP","Pass-along",39,"2022-01-26 1","3"
"BBO","GPG","GPG","PBP","Pass-along",24,"2022-01-26 1","3"
"GGG","GOO","GOO","PBP","Pass-along",153,"2022-01-26 1","3"
"BBO","GOO","GOO","PBP","Pass-along",64,"2022-01-26 1","3"
"BBO","GGG","GGG","GOO","Pass-along",167,"2022-01-26 1","3"
"GOO","PBP","PBP","OOP","Pass-along",105,"2022-01-26 1","3"
"PPP","OGO","OGO","POO","Pass-along",230,"2022-01-26 1","3"
"GGG","GOO","GOO","PBP","Pass-along",13,"2022-01-26 1","3"
"GGG","PBP","PBP","OOP","Pass-along",42,"2022-01-26 1","3"
"GOP","PPP","PPP","OGO","Pass-along",13,"2022-01-26 1","3"
"PPP","OGO","OGO","OOP","Pass-along",507,"2022-01-26 1","3"
"GGG","BBO","BBO","GOP","Pass-along",2,"2022-01-26 1","3"
"BBO","GOP","GOP","OGO","Pass-along",1062,"2022-01-26 1","3"
"GGG","GPG","GPG","PBP","Pass-along",19,"2022-01-26 1","3"
"GGG","GOO","GOO","PBP","Pass-along",17,"2022-01-26 1","3"
"GGG","GPG","GPG","PPP","Pass-along",15,"2022-01-26 1","3"
"GGG","GOO","GOO","PBP","Pass-along",56,"2022-01-26 1","3"
"BBO","GGG","GGG","GPG","Pass-along",2,"2022-01-26 1","3"
"BBO","PPP","PPP","OGO","Pass-along",212,"2022-01-26 1","3"
"PPP","OGO","OGO","POO","Pass-along",9,"2022-01-26 1","3"
"GGG","OGO","OGO","POO","Pass-along",24,"2022-01-26 1","3"
"GGG","GPG","GPG","OGO","Pass-along",38,"2022-01-26 1","3"
"GGG","GOO","GOO","PBP","Pass-along",210,"2022-01-26 1","3"
"BBO","PPP","PPP","OGO","Pass-along",336,"2022-01-26 1","3"
"BBO","GGG","GGG","GPG","Pass-along",12,"2022-01-26 1","3"
"BBO","GPG","GPG","PBP","Pass-along",35,"2022-01-26 1","3"
"GGG","GPG","GPG","OOP","Pass-along",95,"2022-01-26 1","3"
"BBO","GGG","GGG","GPG","Pass-along",93,"2022-01-26 1","3"
"BBO","GOO","GOO","OGO","Pass-along",71,"2022-01-26 1","3"
"BBO","PPP","PPP","OOP","Pass-along",1554,"2022-01-26 1","3"
"BBO","GPG","GPG","PBP","Pass-along",16,"2022-01-26 1","3"
"GGG","GPG","GPG","PBP","Pass-along",41,"2022-01-26 1","3"
"BBO","GPG","GPG","PBP","Pass-along",58,"2022-01-26 1","3"
"BBO","GPG","GPG","PBP","Pass-along",6,"2022-01-26 1","3"
"GPG","PBP","PBP","OBB","Pass-along",222,"2022-01-26 1","3"
"BBO","GPG","GPG","GOP","Pass-along",15,"2022-01-26 1","3"
"GPG","GOP","GOP","OGO","Pass-along",138,"2022-01-26 1","3"
"GGG","OBB","OBB","OOP","Pass-along",24,"2022-01-26 1","3"
"GGG","GPG","GPG","PBP","Pass-along",17,"2022-01-26 1","3"
"BBO","GGG","GGG","PBP","Pass-along",73,"2022-01-26 1","3"
"BBO","GOO","GOO","PBP","Pass-along",138,"2022-01-26 1","3"
"GPG","PBP","PBP","OOP","Pass-along",103,"2022-01-26 1","3"
"BBO","GOO","GOO","OOP","Pass-along",119,"2022-01-26 1","3"
"BBO","GPG","GPG","PBP","Pass-along",245,"2022-01-26 1","3"
"GPG","PBP","PBP","OOP","Pass-along",38,"2022-01-26 1","3"
"GPG","GOP","GOP","POO","Pass-along",4,"2022-01-26 1","3"
"BBO","GPG","GPG","PBP","Pass-along",5,"2022-01-26 1","3"
"BBO","GPG","GPG","PBP","Pass-along",22,"2022-01-26 1","3"
"BBO","GPG","GPG","PPP","Pass-along",9,"2022-01-26 1","3"
"GPG","PPP","PPP","OBB","Pass-along",4,"2022-01-26 1","3"
"GGG","GOO","GOO","PBP","Pass-along",78,"2022-01-26 1","3"
"GOO","PBP","PBP","OGO","Pass-along",232,"2022-01-26 1","3"
"GOO","GOP","GOP","PPP","Pass-along",43,"2022-01-26 1","3"
"BBO","GOO","GOO","OGO","Pass-along",147,"2022-01-26 2","3"
"GGG","PBP","PBP","OGO","Pass-along",535,"2022-01-26 2","3"
"GGG","PPP","PPP","OGO","Pass-along",114,"2022-01-26 2","3"
"BBO","PPP","PPP","OGO","Pass-along",230,"2022-01-26 2","3"
"BBO","GPG","GPG","PBP","Pass-along",296,"2022-01-26 2","3"
"BBO","GOP","GOP","OGO","Pass-along",2,"2022-01-26 2","3"
"GOP","POO","POO","OOP","Pass-along",312,"2022-01-26 2","3"
"BBO","GPG","GPG","PBP","Pass-along",629,"2022-01-26 2","3"
"BBO","PPP","PPP","OGO","Pass-along",105,"2022-01-26 2","3"
"BBO","PPP","PPP","OBB","Pass-along",10,"2022-01-26 2","3"
"GGG","PPP","PPP","OGO","Pass-along",591,"2022-01-26 2","3"
"BBO","OBB","OBB","OOP","Pass-along",206,"2022-01-26 2","3"
"GOO","GOP","GOP","OGO","Pass-along",62,"2022-01-26 2","3"
"BBO","GOO","GOO","PBP","Pass-along",102,"2022-01-26 2","3"
"GOP","OGO","OGO","POO","Pass-along",57,"2022-01-26 2","3"
"GOO","PBP","PBP","OGO","Pass-along",75,"2022-01-26 2","3"
"GGG","PPP","PPP","OBB","Pass-along",238,"2022-01-26 2","3"
"BBO","GOO","GOO","PBP","Pass-along",402,"2022-01-26 2","3"
"BBO","GPG","GPG","OOP","Pass-along",2,"2022-01-26 2","3"
"PBP","PPP","PPP","OBB","Pass-along",1277,"2022-01-26 2","3"
"GOO","PBP","PBP","OBB","Pass-along",208,"2022-01-26 2","3"
"GOO","GOP","GOP","OBB","Pass-along",141,"2022-01-26 2","3"
"PBP","OBB","OBB","OOP","Pass-along",17,"2022-01-26 2","3"
"GOP","OBB","OBB","OOP","Pass-along",6,"2022-01-26 2","3"
"BBO","GPG","GPG","POO","Pass-along",189,"2022-01-26 2","3"
"BBO","GOP","GOP","OGO","Pass-along",1447,"2022-01-26 2","3"
"BBO","PBP","PBP","OBB","Pass-along",121,"2022-01-26 2","3"
"BBO","GPG","GPG","PBP","Pass-along",691,"2022-01-26 2","3"
"BBO","PPP","PPP","OGO","Pass-along",38,"2022-01-26 2","3"
"GGG","PPP","PPP","OGO","Pass-along",49,"2022-01-26 2","3"
"GOO","GOP","GOP","OOP","Pass-along",169,"2022-01-26 2","3"
"PPP","OGO","OGO","OOP","Pass-along",757,"2022-01-26 2","3"
"GGG","BBO","BBO","GOP","Pass-along",566,"2022-01-26 2","3"
"BBO","PPP","PPP","OBB","Pass-along",105,"2022-01-26 2","3"
"BBO","PPP","PPP","OBB","Pass-along",336,"2022-01-26 2","3"
"GGG","GOO","GOO","OBB","Pass-along",632,"2022-01-26 2","3"
"BBO","GPG","GPG","PBP","Pass-along",434,"2022-01-26 2","3"
"BBO","GOP","GOP","OGO","Pass-along",372,"2022-01-26 2","3"
"BBO","GPG","GPG","GOP","Pass-along",240,"2022-01-26 2","3"
"GGG","PPP","PPP","OGO","Pass-along",25,"2022-01-26 2","3"
"GGG","PPP","PPP","OBB","Pass-along",314,"2022-01-26 2","3"
"PPP","OGO","OGO","POO","Pass-along",86,"2022-01-26 2","3"
"GPG","PBP","PBP","OGO","Pass-along",58,"2022-01-26 2","3"
"GOO","PPP","PPP","OGO","Pass-along",240,"2022-01-26 2","3"
"GOP","PPP","PPP","OGO","Pass-along",102,"2022-01-27 1","3"
"BBO","GOO","GOO","PBP","Pass-along",52,"2022-01-27 1","3"
"PPP","OGO","OGO","POO","Pass-along",831,"2022-01-27 1","3"
"GGG","GOO","GOO","PBP","Pass-along",12,"2022-01-27 1","3"
"GGG","GOO","GOO","PBP","Pass-along",103,"2022-01-27 1","3"
"GGG","GOO","GOO","PBP","Pass-along",205,"2022-01-27 1","3"
"GOO","PBP","PBP","OOP","Pass-along",483,"2022-01-27 1","3"
"OGO","POO","POO","OOP","Pass-along",462,"2022-01-27 1","3"
"BBO","GPG","GPG","PBP","Pass-along",181,"2022-01-27 1","3"
"GOO","OBB","OBB","OOP","Pass-along",41,"2022-01-27 1","3"
"BBO","GOO","GOO","OOP","Pass-along",258,"2022-01-27 1","3"
"GGG","GOP","GOP","OOP","Pass-along",9,"2022-01-27 1","3"
"BBO","GOP","GOP","OBB","Pass-along",38,"2022-01-27 1","3"
"GOO","PBP","PBP","OOP","Pass-along",144,"2022-01-27 1","3"
"GGG","POO","POO","OOP","Pass-along",658,"2022-01-27 1","3"
"GGG","PPP","PPP","OGO","Pass-along",511,"2022-01-27 1","3"
"BBO","GOP","GOP","OGO","Pass-along",188,"2022-01-27 1","3"
"GGG","GOO","GOO","PBP","Pass-along",13,"2022-01-27 1","3"
"GOO","PBP","PBP","OOP","Pass-along",314,"2022-01-27 1","3"
"GGG","GOO","GOO","POO","Pass-along",90,"2022-01-27 1","3"
"PPP","OGO","OGO","OOP","Pass-along",226,"2022-01-27 1","3"
"PPP","OBB","OBB","OOP","Pass-along",672,"2022-01-27 1","3"
"GGG","GPG","GPG","PPP","Pass-along",370,"2022-01-27 1","3"
"BBO","GOO","GOO","PBP","Pass-along",4,"2022-01-27 1","3"
"GPG","PPP","PPP","OBB","Pass-along",840,"2022-01-27 1","3"
"GPG","PBP","PBP","OOP","Pass-along",4,"2022-01-27 1","3"
"GGG","OBB","OBB","OOP","Pass-along",27,"2022-01-27 1","3"
"BBO","GOP","GOP","OBB","Pass-along",232,"2022-01-27 1","3"
"GGG","GOO","GOO","POO","Pass-along",66,"2022-01-27 1","3"
"BBO","GOP","GOP","OGO","Pass-along",1848,"2022-01-27 1","3"
"BBO","GPG","GPG","OBB","Pass-along",1,"2022-01-27 1","3"
"GGG","OGO","OGO","OOP","Pass-along",706,"2022-01-27 1","3"
"GGG","GOO","GOO","OOP","Pass-along",149,"2022-01-27 1","3"
"BBO","PBP","PBP","OOP","Pass-along",21,"2022-01-27 1","3"
"GGG","GOO","GOO","OBB","Pass-along",195,"2022-01-27 1","3"
"BBO","PPP","PPP","OGO","Pass-along",1003,"2022-01-27 1","3"
"BBO","GOO","GOO","POO","Pass-along",42,"2022-01-27 1","3"
"GGG","GOO","GOO","PBP","Pass-along",357,"2022-01-27 1","3"
"GGG","GPG","GPG","PBP","Pass-along",20,"2022-01-27 1","3"
"GGG","GPG","GPG","PBP","Pass-along",99,"2022-01-27 1","3"
"GOO","PBP","PBP","OOP","Pass-along",898,"2022-01-27 1","3"
"PPP","OGO","OGO","POO","Pass-along",768,"2022-01-27 1","3"
"GGG","GOO","GOO","POO","Pass-along",298,"2022-01-27 1","3"
"BBO","GOO","GOO","PBP","Pass-along",139,"2022-01-27 1","3"
"GOO","PBP","PBP","OOP","Pass-along",129,"2022-01-27 1","3"
"GGG","GOP","GOP","POO","Pass-along",113,"2022-01-27 1","3"
"GGG","PPP","PPP","OOP","Pass-along",56,"2022-01-27 1","3"
"GOP","PPP","PPP","OOP","Pass-along",4,"2022-01-27 1","3"
"BBO","GOO","GOO","PBP","Pass-along",10,"2022-01-27 1","3"
"BBO","GPG","GPG","PBP","Pass-along",13,"2022-01-27 1","3"
"PBP","PPP","PPP","OGO","Pass-along",58,"2022-01-27 1","3"
"PPP","POO","POO","OOP","Pass-along",361,"2022-01-27 1","3"
"BBO","GPG","GPG","PBP","Pass-along",26,"2022-01-27 1","3"
"GGG","GOP","GOP","OGO","Pass-along",40,"2022-01-27 1","3"
"GPG","PBP","PBP","OOP","Pass-along",757,"2022-01-27 1","3"
"GOP","OGO","OGO","OOP","Pass-along",223,"2022-01-27 1","3"
"BBO","GOP","GOP","PPP","Pass-along",64,"2022-01-27 1","3"
"GOP","PPP","PPP","OGO","Pass-along",1,"2022-01-27 1","3"
"BBO","GPG","GPG","PBP","Pass-along",295,"2022-01-27 1","3"
"BBO","GPG","GPG","PBP","Pass-along",62,"2022-01-27 1","3"
"GPG","PBP","PBP","OOP","Pass-along",10,"2022-01-27 1","3"
"GOO","GOP","GOP","PPP","Pass-along",550,"2022-01-27 1","3"
"PBP","PPP","PPP","OGO","Pass-along",169,"2022-01-27 1","3"
"PBP","POO","POO","OOP","Pass-along",875,"2022-01-27 1","3"
"GOO","PBP","PBP","OOP","Pass-along",156,"2022-01-27 1","3"
"GOO","OBB","OBB","OOP","Pass-along",284,"2022-01-27 1","3"
"BBO","GPG","GPG","PPP","Pass-along",90,"2022-01-27 1","3"
"PBP","OGO","OGO","OOP","Pass-along",428,"2022-01-27 2","3"
"GOP","PPP","PPP","OBB","Pass-along",145,"2022-01-27 2","3"
"BBO","GOO","GOO","PBP","Pass-along",114,"2022-01-27 2","3"
"GOO","PBP","PBP","OOP","Pass-along",224,"2022-01-27 2","3"
"PBP","OGO","OGO","POO","Pass-along",44,"2022-01-27 2","3"
"GOO","GOP","GOP","OBB","Pass-along",121,"2022-01-27 2","3"
"GGG","PPP","PPP","OBB","Pass-along",122,"2022-01-27 2","3"
"BBO","GPG","GPG","OGO","Pass-along",383,"2022-01-27 2","3"
"GGG","GOP","GOP","OGO","Pass-along",147,"2022-01-27 2","3"
"GPG","PBP","PBP","OOP","Pass-along",5,"2022-01-27 2","3"
"GOO","PBP","PBP","OOP","Pass-along",497,"2022-01-27 2","3"
"GOO","GOP","GOP","PPP","Pass-along",286,"2022-01-27 2","3"
"GGG","GPG","GPG","PBP","Pass-along",524,"2022-01-27 2","3"
"GOO","PBP","PBP","OOP","Pass-along",16,"2022-01-27 2","3"
"GGG","GOP","GOP","OOP","Pass-along",8,"2022-01-27 2","3"
"GGG","GOO","GOO","PBP","Pass-along",5,"2022-01-27 2","3"
"BBO","PPP","PPP","OOP","Pass-along",665,"2022-01-27 2","3"
"GOO","GOP","GOP","POO","Pass-along",428,"2022-01-27 2","3"
"GOO","PBP","PBP","OBB","Pass-along",851,"2022-01-27 2","3"
"GGG","GOO","GOO","PBP","Pass-along",770,"2022-01-27 2","3"
"GOP","PPP","PPP","OGO","Pass-along",301,"2022-01-27 2","3"
"GGG","GOP","GOP","PPP","Pass-along",273,"2022-01-27 2","3"
