"actor","subject","actor_2","subject_2","rule_type","rule_time","date_period","Group"
"BBB","GOP","GOP","OOP","Pass-along",379,"2021-05-16 2","1"
"POP","GPG","GPG","OGO","Pass-along",1044,"2021-05-16 2","1"
"POO","PBB","PBB","PGG","Pass-along",389,"2021-05-16 2","1"
"GOP","BOB","BOB","GGG","Pass-along",175,"2021-05-16 2","1"
"POP","GOP","GOP","BOB","Pass-along",1463,"2021-05-16 2","1"
"OOP","OGO","OGO","POO","Pass-along",106,"2021-05-16 2","1"
"OGO","PBB","PBB","OOP","Pass-along",52,"2021-05-16 2","1"
"OOP","OGO","OGO","OOO","Pass-along",1953,"2021-05-16 2","1"
"PBB","GGO","GGO","GOO","Pass-along",44,"2021-05-16 2","1"
"BOB","GOO","GOO","OBB","Pass-along",1092,"2021-05-16 2","1"
"BBB","GPG","GPG","GOP","Pass-along",1194,"2021-05-16 2","1"
"OOP","POO","POO","BOB","Pass-along",334,"2021-05-16 2","1"
"OOO","GOP","GOP","PGG","Pass-along",670,"2021-05-16 2","1"
"BOB","PBB","PBB","PGG","Pass-along",1824,"2021-05-16 2","1"
"POP","OBB","OBB","PPO","Pass-along",2116,"2021-05-16 2","1"
"PBB","GGO","GGO","OGO","Pass-along",439,"2021-05-16 2","1"
"PPO","POO","POO","BOB","Pass-along",227,"2021-05-16 2","1"
"GGO","OGO","OGO","OOO","Pass-along",723,"2021-05-16 2","1"
"POP","GOP","GOP","OBB","Pass-along",621,"2021-05-16 2","1"
"POP","PBB","PBB","GOO","Pass-along",385,"2021-05-16 2","1"
"POP","OGO","OGO","POO","Pass-along",413,"2021-05-16 2","1"
"POO","BOB","BOB","PGG","Pass-along",421,"2021-05-16 2","1"
"OOO","POO","POO","BOB","Pass-along",532,"2021-05-17 1","1"
"PPO","OBB","OBB","BOB","Pass-along",1231,"2021-05-17 1","1"
"GPG","PPO","PPO","OOP","Pass-along",3340,"2021-05-17 1","1"
"PPP","OGO","OGO","BOB","Pass-along",390,"2021-05-17 1","1"
"BOB","GOO","GOO","GOP","Pass-along",189,"2021-05-17 1","1"
"POP","GGO","GGO","PGG","Pass-along",65,"2021-05-17 1","1"
"OOP","OGO","OGO","POO","Pass-along",599,"2021-05-17 1","1"
"BBB","GOP","GOP","BOB","Pass-along",425,"2021-05-17 1","1"
"GOO","POO","POO","BOB","Pass-along",11,"2021-05-17 1","1"
"PBB","PBO","PBO","POO","Pass-along",837,"2021-05-17 1","1"
"GOO","POO","POO","BOB","Pass-along",405,"2021-05-17 1","1"
"GPG","GOP","GOP","OOP","Pass-along",928,"2021-05-17 1","1"
"OPP","PBB","PBB","OOP","Pass-along",546,"2021-05-17 1","1"
"OBB","POO","POO","BOB","Pass-along",52,"2021-05-17 1","1"
"POO","BOB","BOB","PGG","Pass-along",2,"2021-05-17 1","1"
"BBB","OPP","OPP","OBB","Pass-along",544,"2021-05-17 1","1"
"POO","PBB","PBB","GOO","Pass-along",49,"2021-05-17 1","1"
"PBB","POO","POO","OBB","Pass-along",234,"2021-05-17 1","1"
"OOO","GGO","GGO","PGG","Pass-along",20,"2021-05-17 1","1"
"OPP","OBB","OBB","PPO","Pass-along",207,"2021-05-17 1","1"
"PBB","GGO","GGO","PPO","Pass-along",479,"2021-05-17 1","1"
"BBB","GPG","GPG","BOB","Pass-along",1422,"2021-05-17 1","1"
"BBB","OOO","OOO","OBB","Pass-along",40,"2021-05-17 1","1"
"BBB","POO","POO","BOB","Pass-along",1595,"2021-05-17 1","1"
"POP","GOO","GOO","PPP","Pass-along",60,"2021-05-17 1","1"
"POP","PBO","PBO","PGG","Pass-along",1200,"2021-05-17 1","1"
"OGO","PBB","PBB","OOP","Pass-along",1571,"2021-05-17 1","1"
"BBB","OPP","OPP","PGG","Pass-along",175,"2021-05-17 1","1"
"OBB","BOB","BOB","PGG","Pass-along",97,"2021-05-17 1","1"
"GPG","OPP","OPP","PBO","Pass-along",434,"2021-05-17 1","1"
"PBO","PPO","PPO","OOP","Pass-along",726,"2021-05-17 1","1"
"BOB","GOO","GOO","PGG","Pass-along",29,"2021-05-17 1","1"
"OGO","OOO","OOO","OBB","Pass-along",630,"2021-05-17 1","1"
"GPG","GOO","GOO","PGG","Pass-along",30,"2021-05-17 1","1"
"POP","BOB","BOB","OOP","Pass-along",63,"2021-05-17 1","1"
"POP","POO","POO","BOB","Pass-along",311,"2021-05-17 1","1"
"BOB","PBB","PBB","PPO","Pass-along",128,"2021-05-17 1","1"
"POO","BOB","BOB","GGG","Pass-along",421,"2021-05-17 1","1"
"POP","GOP","GOP","PPO","Pass-along",6,"2021-05-17 1","1"
"GOP","PPO","PPO","OOP","Pass-along",325,"2021-05-17 1","1"
"BBB","PBB","PBB","OOP","Pass-along",287,"2021-05-17 1","1"
"OBB","OPP","OPP","PPO","Pass-along",145,"2021-05-17 1","1"
"POP","GOP","GOP","OBB","Pass-along",320,"2021-05-17 1","1"
"BBB","OGO","OGO","PPO","Pass-along",426,"2021-05-17 1","1"
"OOP","POO","POO","BOB","Pass-along",239,"2021-05-17 1","1"
"OOO","GGO","GGO","BOB","Pass-along",191,"2021-05-17 1","1"
"POO","BOB","BOB","GGG","Pass-along",255,"2021-05-17 1","1"
"BBB","OBB","OBB","GGG","Pass-along",219,"2021-05-17 1","1"
"POP","GGO","GGO","GOO","Pass-along",777,"2021-05-17 1","1"
"BBB","OPP","OPP","PPP","Pass-along",94,"2021-05-17 1","1"
"GPG","OGO","OGO","PGG","Pass-along",346,"2021-05-17 1","1"
"GGO","PBO","PBO","POO","Pass-along",491,"2021-05-17 1","1"
"OOP","GOO","GOO","PPP","Pass-along",33,"2021-05-17 1","1"
"PBB","GGO","GGO","GOO","Pass-along",216,"2021-05-17 1","1"
"GOO","PPP","PPP","BOB","Pass-along",2616,"2021-05-17 1","1"
"GGO","GOO","GOO","PPO","Pass-along",172,"2021-05-17 1","1"
"PBB","GGO","GGO","BOB","Pass-along",12,"2021-05-17 1","1"
"POP","POO","POO","BOB","Pass-along",1274,"2021-05-17 1","1"
"GOP","OGO","OGO","BOB","Pass-along",359,"2021-05-17 1","1"
"BBB","PBB","PBB","OOP","Pass-along",1359,"2021-05-17 1","1"
"GOO","GOP","GOP","BOB","Pass-along",683,"2021-05-17 1","1"
"GOO","OGO","OGO","POO","Pass-along",407,"2021-05-17 1","1"
"OGO","POO","POO","BOB","Pass-along",758,"2021-05-17 1","1"
"OOO","GGO","GGO","GOP","Pass-along",1060,"2021-05-17 1","1"
"PBB","GPG","GPG","PPO","Pass-along",79,"2021-05-17 1","1"
"OBB","OPP","OPP","PBO","Pass-along",548,"2021-05-17 1","1"
"GOP","OBB","OBB","PGG","Pass-along",137,"2021-05-17 1","1"
"PPP","OGO","OGO","GGG","Pass-along",127,"2021-05-17 1","1"
"BOB","GOO","GOO","GOP","Pass-along",837,"2021-05-17 1","1"
"PPP","OBB","OBB","PGG","Pass-along",1220,"2021-05-17 1","1"
"OPP","PBB","PBB","PPO","Pass-along",834,"2021-05-17 1","1"
"OOP","POO","POO","PPP","Pass-along",174,"2021-05-17 1","1"
"BBB","POO","POO","BOB","Pass-along",273,"2021-05-17 1","1"
"PBB","GGO","GGO","PGG","Pass-along",765,"2021-05-17 1","1"
"BOB","OOO","OOO","PPP","Pass-along",306,"2021-05-17 1","1"
"OOO","GOP","GOP","BOB","Pass-along",79,"2021-05-17 1","1"
"BBB","OPP","OPP","PGG","Pass-along",656,"2021-05-17 1","1"
"GPG","POO","POO","BOB","Pass-along",553,"2021-05-17 1","1"
"GOO","GOP","GOP","PPO","Pass-along",371,"2021-05-17 1","1"
"POP","POO","POO","PGG","Pass-along",259,"2021-05-17 1","1"
"BBB","GGO","GGO","BOB","Pass-along",383,"2021-05-17 1","1"
"GPG","GOO","GOO","PGG","Pass-along",511,"2021-05-17 1","1"
"GPG","PBO","PBO","GGG","Pass-along",29,"2021-05-17 1","1"
"GPG","GOP","GOP","BOB","Pass-along",357,"2021-05-17 1","1"
"GOO","OGO","OGO","BOB","Pass-along",324,"2021-05-17 1","1"
"PBB","GGO","GGO","POO","Pass-along",1927,"2021-05-17 2","1"
"PBB","GPG","GPG","PBO","Pass-along",437,"2021-05-17 2","1"
"GPG","PBO","PBO","PPP","Pass-along",847,"2021-05-17 2","1"
"GPG","PPO","PPO","PGG","Pass-along",511,"2021-05-17 2","1"
"GPG","OBB","OBB","BOB","Pass-along",909,"2021-05-17 2","1"
"BBB","BOB","BOB","GGG","Pass-along",261,"2021-05-17 2","1"
"GGO","POO","POO","PPO","Pass-along",29,"2021-05-17 2","1"
"GPG","PPO","PPO","OOP","Pass-along",98,"2021-05-17 2","1"
"GPG","POO","POO","BOB","Pass-along",13,"2021-05-17 2","1"
"PPP","OBB","OBB","PPO","Pass-along",842,"2021-05-17 2","1"
"OOO","PPP","PPP","PPO","Pass-along",44,"2021-05-17 2","1"
"POP","POO","POO","PGG","Pass-along",38,"2021-05-17 2","1"
"GPG","GOP","GOP","OBB","Pass-along",238,"2021-05-17 2","1"
"GOP","OGO","OGO","GGG","Pass-along",878,"2021-05-17 2","1"
"POO","GOP","GOP","BOB","Pass-along",1476,"2021-05-17 2","1"
"BBB","OGO","OGO","PGG","Pass-along",890,"2021-05-17 2","1"
"BBB","POO","POO","BOB","Pass-along",113,"2021-05-17 2","1"
"GGO","POO","POO","GGG","Pass-along",495,"2021-05-17 2","1"
"PBB","GGO","GGO","GGG","Pass-along",5,"2021-05-17 2","1"
"BBB","PPP","PPP","PGG","Pass-along",138,"2021-05-17 2","1"
"POP","OOO","OOO","PPO","Pass-along",53,"2021-05-17 2","1"
"PBB","GPG","GPG","PGG","Pass-along",2,"2021-05-17 2","1"
"OOO","GPG","GPG","OOP","Pass-along",832,"2021-05-18 1","1"
"PBB","GGO","GGO","OOP","Pass-along",2641,"2021-05-18 1","1"
"POO","OPP","OPP","PGG","Pass-along",1759,"2021-05-18 1","1"
"OGO","PBB","PBB","GOO","Pass-along",70,"2021-05-18 1","1"
"PBB","GOO","GOO","OBB","Pass-along",58,"2021-05-18 1","1"
"BOB","PBB","PBB","OOP","Pass-along",137,"2021-05-18 1","1"
"OOO","GOP","GOP","BOB","Pass-along",1882,"2021-05-18 1","1"
"POO","BOB","BOB","PGG","Pass-along",521,"2021-05-18 1","1"
"BBB","OPP","OPP","PBO","Pass-along",51,"2021-05-18 1","1"
"BBB","PBO","PBO","POO","Pass-along",26,"2021-05-18 1","1"
"PBO","POO","POO","PGG","Pass-along",132,"2021-05-18 1","1"
"PBO","POO","POO","BOB","Pass-along",404,"2021-05-18 1","1"
"OGO","POP","POP","POO","Pass-along",158,"2021-05-18 1","1"
"OGO","OPP","OPP","GOO","Pass-along",135,"2021-05-18 1","1"
"OPP","GOO","GOO","PPP","Pass-along",3149,"2021-05-18 1","1"
"BBB","OPP","OPP","PGG","Pass-along",74,"2021-05-18 1","1"
"GGO","BOB","BOB","PGG","Pass-along",714,"2021-05-18 1","1"
"PGG","POP","POP","GPG","Pass-along",4559,"2021-05-18 1","1"
"OGO","PBB","PBB","GGG","Pass-along",1509,"2021-05-18 1","1"
"OOO","GGO","GGO","OPP","Pass-along",535,"2021-05-18 1","1"
"PBB","GGO","GGO","OGO","Pass-along",4,"2021-05-18 1","1"
"OOO","GPG","GPG","OBB","Pass-along",15,"2021-05-18 1","1"
"GPG","OBB","OBB","PGG","Pass-along",30,"2021-05-18 1","1"
"OOO","GPG","GPG","BOB","Pass-along",1795,"2021-05-18 1","1"
"OOO","GOP","GOP","BOB","Pass-along",1775,"2021-05-18 1","1"
"BBB","POO","POO","PPP","Pass-along",179,"2021-05-18 1","1"
"OOO","GGO","GGO","OBB","Pass-along",2399,"2021-05-18 1","1"
"BBB","OPP","OPP","PPP","Pass-along",61,"2021-05-18 1","1"
"OOP","OPP","OPP","PGG","Pass-along",890,"2021-05-18 1","1"
"PBB","PBO","PBO","OBB","Pass-along",95,"2021-05-18 1","1"
"POO","PBB","PBB","GGG","Pass-along",1068,"2021-05-18 1","1"
"GPG","BOB","BOB","PGG","Pass-along",24,"2021-05-18 1","1"
"GPG","OPP","OPP","PPO","Pass-along",245,"2021-05-18 1","1"
"GOP","BOB","BOB","PGG","Pass-along",13,"2021-05-18 1","1"
"GOO","OGO","OGO","PGG","Pass-along",883,"2021-05-18 1","1"
"BBB","GPG","GPG","PGG","Pass-along",5,"2021-05-18 1","1"
"POP","GPG","GPG","GOO","Pass-along",269,"2021-05-18 1","1"
"BOB","OOO","OOO","OOP","Pass-along",579,"2021-05-18 1","1"
"POO","GOP","GOP","PGG","Pass-along",180,"2021-05-18 1","1"
"BBB","BOB","BOB","GGG","Pass-along",64,"2021-05-18 1","1"
"POP","GPG","GPG","OBB","Pass-along",201,"2021-05-18 1","1"
"BBB","OPP","OPP","PPP","Pass-along",840,"2021-05-18 1","1"
"OOO","GPG","GPG","OPP","Pass-along",3401,"2021-05-18 1","1"
"BBB","PBB","PBB","GGG","Pass-along",1327,"2021-05-18 1","1"
"OPP","PBO","PBO","POO","Pass-along",7,"2021-05-18 1","1"
"POO","OPP","OPP","GOO","Pass-along",192,"2021-05-18 1","1"
"OPP","GOO","GOO","PPP","Pass-along",1692,"2021-05-18 1","1"
"GGO","OGO","OGO","PGG","Pass-along",532,"2021-05-18 1","1"
"BBB","GGO","GGO","PGG","Pass-along",41,"2021-05-18 1","1"
"POP","POO","POO","GGG","Pass-along",531,"2021-05-18 1","1"
"BOB","OOO","OOO","GGG","Pass-along",513,"2021-05-18 1","1"
"PBB","GGO","GGO","PGG","Pass-along",346,"2021-05-18 1","1"
"PBB","GOP","GOP","PPP","Pass-along",1107,"2021-05-18 1","1"
"GGO","POO","POO","PPO","Pass-along",318,"2021-05-18 1","1"
"OOP","OBB","OBB","PGG","Pass-along",8,"2021-05-18 1","1"
"OOO","GOO","GOO","OBB","Pass-along",182,"2021-05-18 1","1"
"OOO","GPG","GPG","OGO","Pass-along",4,"2021-05-18 1","1"
"OOP","GOO","GOO","OBB","Pass-along",341,"2021-05-18 1","1"
"OBB","OOO","OOO","OOP","Pass-along",10,"2021-05-18 1","1"
"GOP","POP","POP","POO","Pass-along",442,"2021-05-18 1","1"
"POP","GOO","GOO","GOP","Pass-along",131,"2021-05-18 2","1"
"OOO","OGO","OGO","POO","Pass-along",244,"2021-05-18 2","1"
"BBB","BOB","BOB","GGG","Pass-along",28,"2021-05-18 2","1"
"GOO","PPO","PPO","OOP","Pass-along",430,"2021-05-18 2","1"
"GOP","GGO","GGO","PPP","Pass-along",459,"2021-05-18 2","1"
"GPG","PBB","PBB","PGG","Pass-along",2326,"2021-05-18 2","1"
"OOO","GPG","GPG","OBB","Pass-along",1715,"2021-05-18 2","1"
"OOO","GOP","GOP","BOB","Pass-along",1638,"2021-05-18 2","1"
"OOO","PPP","PPP","BOB","Pass-along",1716,"2021-05-18 2","1"
"BBB","OPP","OPP","OOO","Pass-along",405,"2021-05-18 2","1"
"OPP","OOO","OOO","PGG","Pass-along",991,"2021-05-18 2","1"
"OPP","GOO","GOO","PPO","Pass-along",46,"2021-05-18 2","1"
"POP","POO","POO","BOB","Pass-along",1461,"2021-05-18 2","1"
"OGO","GGO","GGO","OBB","Pass-along",21,"2021-05-18 2","1"
"POO","BOB","BOB","GGG","Pass-along",61,"2021-05-18 2","1"
"POO","BOB","BOB","GGG","Pass-along",31,"2021-05-18 2","1"
"GGO","OPP","OPP","GGG","Pass-along",589,"2021-05-18 2","1"
"GOP","OGO","OGO","BOB","Pass-along",532,"2021-05-18 2","1"
"PBB","GGO","GGO","POO","Pass-along",2854,"2021-05-18 2","1"
"PBB","GPG","GPG","POO","Pass-along",774,"2021-05-18 2","1"
"POO","BOB","BOB","PGG","Pass-along",55,"2021-05-18 2","1"
"OGO","BOB","BOB","GGG","Pass-along",5,"2021-05-18 2","1"
"POO","OPP","OPP","GOP","Pass-along",1810,"2021-05-18 2","1"
"POP","POO","POO","BOB","Pass-along",47,"2021-05-18 2","1"
"PBB","GOO","GOO","GOP","Pass-along",157,"2021-05-18 2","1"
"POO","PBB","PBB","OOP","Pass-along",589,"2021-05-18 2","1"
"PPP","OGO","OGO","BOB","Pass-along",203,"2021-05-18 2","1"
"PPP","OBB","OBB","PPO","Pass-along",606,"2021-05-18 2","1"
"BOB","GOO","GOO","PPP","Pass-along",122,"2021-05-18 2","1"
"BBB","GOP","GOP","BOB","Pass-along",77,"2021-05-18 2","1"
"BBB","OGO","OGO","BOB","Pass-along",695,"2021-05-18 2","1"
"GOO","PPP","PPP","PPO","Pass-along",699,"2021-05-18 2","1"
"BOB","PBB","PBB","GOO","Pass-along",15,"2021-05-18 2","1"
"BOB","GOO","GOO","PPP","Pass-along",843,"2021-05-18 2","1"
"BOB","PBO","PBO","PPP","Pass-along",1282,"2021-05-18 2","1"
"OPP","GOP","GOP","BOB","Pass-along",3,"2021-05-18 2","1"
"GOO","PPP","PPP","PPO","Pass-along",239,"2021-05-18 2","1"
"OBB","PBB","OPP","PBB","Opportunism",907,"2021-05-15 1","1"
"GPG","PPP","OOP","PPP","Opportunism",767,"2021-05-15 1","1"
"GGO","GGG","OOP","GGG","Opportunism",1,"2021-05-15 1","1"
"OPP","PBB","POO","PBB","Opportunism",268,"2021-05-15 1","1"
"GPG","PBO","OOP","PBO","Opportunism",782,"2021-05-15 1","1"
"POO","PPO","BOB","PPO","Opportunism",2462,"2021-05-15 1","1"
"GPG","PBO","BOB","PBO","Opportunism",1244,"2021-05-15 1","1"
"BBB","OBB","PPP","OBB","Opportunism",267,"2021-05-15 1","1"
"GPG","GOO","OOO","GOO","Opportunism",51,"2021-05-15 1","1"
"GGO","PBO","BOB","PBO","Opportunism",312,"2021-05-15 1","1"
"GOP","OBB","PPP","OBB","Opportunism",8,"2021-05-15 1","1"
"BBB","GOP","POO","GOP","Opportunism",123,"2021-05-15 1","1"
"BBB","OPP","POO","OPP","Opportunism",861,"2021-05-15 1","1"
"OBB","OOO","POO","OOO","Opportunism",1247,"2021-05-15 1","1"
"BOB","PPO","GGG","PPO","Opportunism",145,"2021-05-15 1","1"
"PBB","OOP","PGG","OOP","Opportunism",1804,"2021-05-15 1","1"
"PGG","PPO","BOB","PPO","Opportunism",862,"2021-05-15 1","1"
"GOO","OOO","BOB","OOO","Opportunism",1165,"2021-05-15 1","1"
"GOO","PBB","OGO","PBB","Opportunism",921,"2021-05-15 1","1"
"BOB","GGG","OOP","GGG","Opportunism",471,"2021-05-15 1","1"
"GOO","PPO","BOB","PPO","Opportunism",361,"2021-05-15 1","1"
"POP","OBB","OOP","OBB","Opportunism",379,"2021-05-15 1","1"
"BOB","PPO","PGG","PPO","Opportunism",427,"2021-05-15 1","1"
"POP","OBB","OOP","OBB","Opportunism",101,"2021-05-15 1","1"
"GOO","GOP","OOP","GOP","Opportunism",53,"2021-05-15 1","1"
"GPG","OGO","GOO","OGO","Opportunism",145,"2021-05-15 1","1"
"OPP","OOO","POO","OOO","Opportunism",43,"2021-05-15 1","1"
"GPG","PPP","PGG","PPP","Opportunism",22,"2021-05-15 1","1"
"PGG","PPP","OOP","PPP","Opportunism",546,"2021-05-15 1","1"
"GOO","GOP","POO","GOP","Opportunism",264,"2021-05-15 1","1"
"BBB","OOO","POO","OOO","Opportunism",2411,"2021-05-15 1","1"
"BBB","GOO","BOB","GOO","Opportunism",10,"2021-05-15 1","1"
"POO","GOP","OOP","GOP","Opportunism",175,"2021-05-15 1","1"
"GOO","GOP","OOP","GOP","Opportunism",658,"2021-05-15 1","1"
"POP","OPP","POO","OPP","Opportunism",71,"2021-05-15 1","1"
"GOO","PPP","OOP","PPP","Opportunism",80,"2021-05-15 1","1"
"GOO","GOP","POO","GOP","Opportunism",5,"2021-05-15 1","1"
"GGO","PBO","OOO","PBO","Opportunism",2581,"2021-05-15 1","1"
"GPG","OGO","OOP","OGO","Opportunism",2,"2021-05-15 1","1"
"GPG","OPP","POO","OPP","Opportunism",534,"2021-05-15 1","1"
"OBB","PBB","OGO","PBB","Opportunism",1,"2021-05-15 1","1"
"OOO","OBB","OOP","OBB","Opportunism",683,"2021-05-15 1","1"
"GPG","POO","OOP","POO","Opportunism",3,"2021-05-15 1","1"
"GOO","GPG","PBB","GPG","Opportunism",138,"2021-05-15 1","1"
"OOP","POO","OBB","POO","Opportunism",1465,"2021-05-15 1","1"
"GGO","OPP","POO","OPP","Opportunism",1269,"2021-05-15 1","1"
"GPG","GGG","PGG","GGG","Opportunism",10,"2021-05-15 1","1"
"OOO","GGG","PGG","GGG","Opportunism",18,"2021-05-15 1","1"
"GPG","PPO","BOB","PPO","Opportunism",563,"2021-05-15 1","1"
"OOP","OGO","GOO","OGO","Opportunism",506,"2021-05-15 1","1"
"BOB","PPO","OOP","PPO","Opportunism",565,"2021-05-15 1","1"
"OOO","OOP","PGG","OOP","Opportunism",14,"2021-05-15 1","1"
"OGO","PPO","GGG","PPO","Opportunism",20,"2021-05-15 2","1"
"POO","OPP","OBB","OPP","Opportunism",2,"2021-05-15 2","1"
"GPG","GOO","OOP","GOO","Opportunism",32,"2021-05-15 2","1"
"OOO","GGG","PGG","GGG","Opportunism",3722,"2021-05-15 2","1"
"GPG","OPP","POO","OPP","Opportunism",260,"2021-05-15 2","1"
"BBB","OPP","OOP","OPP","Opportunism",261,"2021-05-15 2","1"
"GPG","OBB","OOP","OBB","Opportunism",8,"2021-05-15 2","1"
"OGO","OOO","BOB","OOO","Opportunism",727,"2021-05-15 2","1"
"GPG","GOO","OOP","GOO","Opportunism",291,"2021-05-15 2","1"
"PBB","GPG","OOO","GPG","Opportunism",9,"2021-05-15 2","1"
"OOO","GOP","POO","GOP","Opportunism",4035,"2021-05-15 2","1"
"GPG","OBB","OOP","OBB","Opportunism",53,"2021-05-15 2","1"
"BBB","OPP","POO","OPP","Opportunism",860,"2021-05-15 2","1"
"OPP","PPP","PGG","PPP","Opportunism",1266,"2021-05-15 2","1"
"POP","OPP","POO","OPP","Opportunism",154,"2021-05-15 2","1"
"POP","GPG","PBB","GPG","Opportunism",1304,"2021-05-16 1","1"
"GOP","OGO","PPP","OGO","Opportunism",952,"2021-05-16 1","1"
"POP","OBB","PPP","OBB","Opportunism",1,"2021-05-16 1","1"
"GOP","OBB","OOP","OBB","Opportunism",295,"2021-05-16 1","1"
"POP","GGO","PBB","GGO","Opportunism",2010,"2021-05-16 1","1"
"OBB","OOO","BOB","OOO","Opportunism",299,"2021-05-16 1","1"
"BBB","PBB","OGO","PBB","Opportunism",188,"2021-05-16 1","1"
"BBB","GPG","OOO","GPG","Opportunism",1043,"2021-05-16 1","1"
"POO","PPO","BOB","PPO","Opportunism",382,"2021-05-16 1","1"
"GOO","PPP","BOB","PPP","Opportunism",228,"2021-05-16 1","1"
"POP","PBB","OPP","PBB","Opportunism",793,"2021-05-16 1","1"
"POP","OGO","BOB","OGO","Opportunism",726,"2021-05-16 1","1"
"GPG","OPP","POO","OPP","Opportunism",584,"2021-05-16 1","1"
"GPG","PPO","BOB","PPO","Opportunism",36,"2021-05-16 1","1"
"POO","PBB","BOB","PBB","Opportunism",271,"2021-05-16 1","1"
"BBB","OPP","POO","OPP","Opportunism",74,"2021-05-16 1","1"
"BOB","PBB","OPP","PBB","Opportunism",2,"2021-05-16 1","1"
"OPP","PBB","BOB","PBB","Opportunism",2,"2021-05-16 1","1"
"BOB","OOO","POO","OOO","Opportunism",1718,"2021-05-16 1","1"
"OOO","PPO","OOP","PPO","Opportunism",15,"2021-05-16 1","1"
"BBB","OGO","GOP","OGO","Opportunism",1321,"2021-05-16 1","1"
"BOB","PBB","OPP","PBB","Opportunism",205,"2021-05-16 1","1"
"POP","GGO","PBB","GGO","Opportunism",2658,"2021-05-16 2","1"
"GPG","OPP","POO","OPP","Opportunism",201,"2021-05-16 2","1"
"BBB","OOO","POO","OOO","Opportunism",264,"2021-05-16 2","1"
"POO","OOO","OBB","OOO","Opportunism",214,"2021-05-16 2","1"
"GPG","OGO","OOP","OGO","Opportunism",15,"2021-05-16 2","1"
"OGO","OOO","POO","OOO","Opportunism",1809,"2021-05-16 2","1"
"PPP","OBB","OOP","OBB","Opportunism",25,"2021-05-16 2","1"
"GOO","PPP","PGG","PPP","Opportunism",4566,"2021-05-16 2","1"
"GGO","GOO","BOB","GOO","Opportunism",110,"2021-05-16 2","1"
"BOB","PBO","OOO","PBO","Opportunism",5973,"2021-05-16 2","1"
"POO","PBB","BOB","PBB","Opportunism",975,"2021-05-16 2","1"
"OGO","OOO","BOB","OOO","Opportunism",580,"2021-05-16 2","1"
"GPG","GOP","OOO","GOP","Opportunism",69,"2021-05-16 2","1"
"BBB","PBB","BOB","PBB","Opportunism",929,"2021-05-16 2","1"
"PGG","PPP","OOP","PPP","Opportunism",99,"2021-05-16 2","1"
"OGO","OOO","BOB","OOO","Opportunism",727,"2021-05-16 2","1"
"BBB","OOO","BOB","OOO","Opportunism",134,"2021-05-16 2","1"
"BBB","OGO","PPP","OGO","Opportunism",7,"2021-05-16 2","1"
"PPP","OGO","POO","OGO","Opportunism",518,"2021-05-16 2","1"
"PBB","GOO","OOO","GOO","Opportunism",89,"2021-05-16 2","1"
"GPG","OBB","PPO","OBB","Opportunism",394,"2021-05-17 1","1"
"GPG","OGO","PPP","OGO","Opportunism",716,"2021-05-17 1","1"
"GOP","GGG","PGG","GGG","Opportunism",1087,"2021-05-17 1","1"
"GOO","PPP","BOB","PPP","Opportunism",923,"2021-05-17 1","1"
"OGO","PBB","OPP","PBB","Opportunism",23,"2021-05-17 1","1"
"OBB","OPP","OGO","OPP","Opportunism",80,"2021-05-17 1","1"
"OGO","POO","OBB","POO","Opportunism",232,"2021-05-17 1","1"
"OGO","OPP","OOP","OPP","Opportunism",450,"2021-05-17 1","1"
"PBO","POO","OBB","POO","Opportunism",18,"2021-05-17 1","1"
"OPP","PBB","BOB","PBB","Opportunism",63,"2021-05-17 1","1"
"BOB","PBB","OPP","PBB","Opportunism",14,"2021-05-17 1","1"
"OPP","PBB","OGO","PBB","Opportunism",297,"2021-05-17 1","1"
"OOO","OBB","PPP","OBB","Opportunism",290,"2021-05-17 1","1"
"BBB","GGO","OOO","GGO","Opportunism",1655,"2021-05-17 1","1"
"POP","PBO","OOP","PBO","Opportunism",2045,"2021-05-17 1","1"
"PPO","OOP","PGG","OOP","Opportunism",3,"2021-05-17 1","1"
"POO","OPP","OBB","OPP","Opportunism",315,"2021-05-17 1","1"
"GPG","GOO","OOO","GOO","Opportunism",856,"2021-05-17 1","1"
"BBB","OOP","PGG","OOP","Opportunism",143,"2021-05-17 1","1"
"OGO","PPO","OOP","PPO","Opportunism",191,"2021-05-17 1","1"
"GGO","GOO","OOP","GOO","Opportunism",12,"2021-05-17 1","1"
"OOO","GGO","PBB","GGO","Opportunism",2,"2021-05-17 1","1"
"OPP","OOO","BOB","OOO","Opportunism",68,"2021-05-17 1","1"
"POP","OPP","POO","OPP","Opportunism",1824,"2021-05-17 1","1"
"BBB","GGO","OOO","GGO","Opportunism",21,"2021-05-17 1","1"
"OOO","GGO","PBB","GGO","Opportunism",10,"2021-05-17 1","1"
"PBB","GGO","OOO","GGO","Opportunism",2296,"2021-05-17 1","1"
"POO","BOB","OOP","BOB","Opportunism",772,"2021-05-17 1","1"
"GOO","OBB","OOP","OBB","Opportunism",497,"2021-05-17 1","1"
"POO","OPP","GOP","OPP","Opportunism",430,"2021-05-17 1","1"
"OPP","GOP","PPP","GOP","Opportunism",73,"2021-05-17 1","1"
"OOO","GPG","PBB","GPG","Opportunism",54,"2021-05-17 1","1"
"GOP","OGO","PPP","OGO","Opportunism",9,"2021-05-17 1","1"
"GPG","PPO","PGG","PPO","Opportunism",446,"2021-05-17 1","1"
"GGO","GOP","OOP","GOP","Opportunism",180,"2021-05-17 1","1"
