"actor","subject","actor_2","subject_2","rule_type","rule_time","date_period","Group"
"OPO","PGG","POP","PGG","Opportunism",139,"2022-01-28 2","2"
"BOB","OOO","POP","OOO","Opportunism",1590,"2022-01-28 2","2"
"POP","PGG","BOB","POP","Punishment",216,"2022-01-26 1","2"
"POP","PGG","PBO","POP","Punishment",303,"2022-01-26 1","2"
"BBB","GPO","OPO","BBB","Punishment",15,"2022-01-26 2","2"
"PPO","PGG","BBB","PPO","Punishment",56,"2022-01-26 2","2"
"POP","OOO","GPO","POP","Punishment",129,"2022-01-26 2","2"
"OPP","POP","PBO","OPP","Punishment",321,"2022-01-26 2","2"
"GGP","POP","PBO","GGP","Punishment",123,"2022-01-26 2","2"
"POP","OOO","GPO","POP","Punishment",10,"2022-01-26 2","2"
"OPP","PPO","BBB","OPP","Punishment",11,"2022-01-27 1","2"
"POP","OOO","BBB","POP","Punishment",169,"2022-01-27 1","2"
"POP","PGG","GPO","POP","Punishment",523,"2022-01-27 2","2"
"GGP","POP","BBB","GGP","Punishment",537,"2022-01-27 2","2"
"POP","PGG","GPO","POP","Punishment",399,"2022-01-28 1","2"
"POP","PGG","OPO","POP","Punishment",101,"2022-01-28 1","2"
"POP","OOO","OPO","POP","Punishment",8,"2022-01-28 1","2"
"POP","OOO","BOB","POP","Punishment",94,"2022-01-28 1","2"
"POP","OOO","OPO","POP","Punishment",354,"2022-01-28 2","2"
"POP","PGG","OPO","POP","Punishment",269,"2022-01-28 2","2"
